id,data,date,user_id,sentiment_class
293,I would most likely try to rationalize things as best I can.,2022-04-23 01:43:25,8,Neutral
294,I've been working selling cars for just six months. I was not able to meet the quota and was fired subsequently.,2022-06-17 21:10:32,8,Neutral
295,"Even  though I am saddened, I will move on with my life and not let it affect me.",2022-03-06 09:41:49,8,Neutral
296,I will die alone.,2022-07-03 13:33:54,8,Neutral
297,Frustrated,2022-04-25 00:21:54,8,Neutral
298,It means that I am perceptive. It means I should have done something about the situation instead of just letting it play out.,2022-03-07 22:02:48,8,Neutral
299,spouse has left a note that they are leaving me,2022-05-26 12:40:47,8,Neutral
300,anger,2022-03-07 12:02:13,8,Neutral
301,"I am quite fond of a coworker and decide to talk to them. I offer up the idea that it might be fun to go out together sometime, and they respond with the fact they are too busy.",2022-01-12 15:53:45,8,Neutral
302,It says I am way too trusting.,2022-01-22 10:58:51,8,Neutral
303,it means that we couldn't go further in our relationship and possibly find love.  ,2022-08-13 16:08:21,8,Neutral
304,I might have to declare bankruptcy.,2022-08-26 00:57:04,8,Neutral
305,I will not earn a recommendation from the sponsor to assist me in obtaining a job.,2022-03-27 15:50:01,8,Neutral
306,Try a different diet,2022-04-30 01:06:03,8,Neutral
307,I was on a coffee break when my boss stopped by to remind me of work that I had to do ,2021-12-22 12:58:29,8,Neutral
308,"No matter how hard I try, I will never be able to lose weight. ",2022-02-10 20:00:07,8,Neutral
309,"If this continues, this person may cause a lot of stress down the road.",2021-10-14 02:27:22,8,Neutral
310,misunderstandng,2022-06-17 12:59:08,8,Neutral
311,Try and practice my singing more.,2022-05-05 03:03:35,8,Neutral
312,mad,2022-06-01 03:45:18,8,Neutral
313,I am at a party were I only know the host and I try to make a conversation that doesn't go to well.,2021-12-05 21:14:44,8,Neutral
314,guilty,2021-10-04 10:55:29,8,Neutral
315,I like them and the feelings aren't reciprocated,2022-05-07 10:08:13,8,Neutral
316,Try harder to stick to the diet,2022-05-22 14:42:25,8,Neutral
317,flabbergasted,2021-09-27 06:27:42,8,Neutral
318,I was passed up for something potentially great ,2022-03-01 07:27:02,8,Neutral
319,I failed at doing my job,2022-05-11 02:45:26,8,Neutral
320,Procrastinate and eventually stay up at night writing the essay. ,2022-08-28 19:58:10,8,Neutral
321,I was at my Moms house today and we were talking about my job. She was shocked that I had been there for 15 years. She felt that it wasn't a good enough job. We were talking in the living room. She gasped as if that was insane.,2022-05-09 11:09:06,8,Neutral
322,Family can not visit because i can not find the time for them,2022-06-25 17:12:48,8,Neutral
323,"I would schedule a time to meet the student to review the material, and try to explain things differently so they can understand it.",2022-02-20 15:12:24,8,Neutral
324,It would mean Im not a good person,2022-06-25 19:47:36,8,Neutral
325,I'm not good enough yet,2021-10-14 11:59:36,8,Neutral
326,I'd never be able to support myself.,2021-09-19 21:52:41,8,Neutral
327,"put it into perspective, this happens to people all the time",2022-08-02 04:32:54,8,Neutral
328,My partner has packed up their belongings and left nothing more than a note about their choice behind.,2021-11-27 21:29:40,8,Neutral
329,Because it's my family and I want them to be happy at all times. I love my family.,2021-11-05 18:48:08,8,Neutral
330,"Try to control my emotions, cut my break short, and ensure that everything gets done on time",2021-11-07 20:56:33,8,Neutral
331,There's nothing I can do about it.,2022-07-18 23:34:49,8,Neutral
332,I would have lost a friend.,2022-01-02 14:27:32,8,Neutral
333,i hurt my family ,2022-05-04 13:25:35,8,Neutral
334,"I see an acquaintance I like out in public.  I wave, but they don't respond.",2022-07-12 10:06:36,8,Neutral
335,try harder,2021-10-13 20:46:52,8,Neutral
336,Sister in law refuses to get together anymore because of something that happened a year ago.,2021-10-21 14:26:59,8,Neutral
337,I was given a wrong dosage of medication by my Doctor.  I couldn't figure out why I felt so bad until I went back to see him.,2021-11-28 16:30:49,8,Neutral
338,Frustrated,2021-11-02 23:23:58,8,Neutral
339,My priorities are out of whack and I need to do some self-reflection,2021-12-26 09:40:02,8,Neutral
340,I was trying to land a high paying gig which is relevant to my background but I was late applying and I was not considered.,2022-07-17 07:06:56,8,Neutral
341,Wasting my time and effort,2022-02-08 03:08:32,8,Neutral
342,I have been fired from a sales job for not meeting quotas.,2021-11-09 08:48:03,8,Neutral
343,I would mention it to my friend next time I saw him and see what he says,2022-03-12 09:10:35,8,Neutral
344,"Thinking about the negative feelings I would be having would make me feel like a bad person, for having the negative feelings in the first place. I know intellectually I should only feel happy for her.",2022-03-27 00:00:51,8,Neutral
345,I will not graduate,2021-11-25 22:02:01,8,Neutral
346,That she might have found anouther guy and just used me to get the apartment.,2022-07-02 03:41:39,8,Neutral
347,I fear I may not finish my essay in time.,2022-07-29 23:45:42,8,Neutral
348,"I wouldn't invite this person out again, I'd wait to see if they invite me out.  If they didn't ever invite me out, I'd still enjoy their company at work but I would not take their friendship seriously.  ",2022-08-08 17:50:17,8,Neutral
349,i don't have the willpower,2022-03-17 04:12:00,8,Neutral
350,despair,2022-06-08 05:16:37,8,Neutral
351,"Yes, I know what I have to do.",2021-11-18 15:52:02,8,Neutral
352,I am a failure.,2021-11-13 04:52:57,8,Neutral
353,Call them immediately and tell them how I feel.,2021-10-02 20:47:05,8,Neutral
354,I'd pretend I never waved at all and avoid him at all costs.,2022-08-21 03:08:10,8,Neutral
355,Try to take a short break to refresh my mind.,2022-06-12 00:59:52,8,Neutral
356,dissapointed,2021-09-24 00:02:48,8,Neutral
357,I must not be very likeable.,2022-07-09 00:29:43,8,Neutral
358,sadness,2021-09-08 19:01:34,8,Neutral
359,My friends don't like me,2022-06-19 13:19:00,8,Neutral
360,I was told again that the position was filled and it wasn't for me.,2021-10-23 07:49:00,8,Neutral
361,I'd be a failure.,2022-06-24 05:36:10,8,Neutral
362,I just want to enjoy my break and not think about work for a minute. ,2022-04-19 18:15:43,8,Neutral
363,"Smile, relax, finish my coffee and get all the work done.",2022-01-17 15:33:34,8,Neutral
364,annoyed,2022-08-08 19:42:48,8,Neutral
365,I must've bored him somehow,2021-09-23 03:13:24,8,Neutral
366,"I am a loser, who will never have a good job.",2022-01-09 04:29:06,8,Neutral
367,Study up on other diets. Maybe this one does not work.,2022-07-14 17:24:12,8,Neutral
368,This is hopeless.,2022-01-25 09:49:47,8,Neutral
369,I would have to take the course over again.,2022-08-14 18:54:34,8,Neutral
370,It would mean that I was not a worthwhile person.,2022-01-03 10:43:35,8,Neutral
371,I gained a pound instead of losing weight after dieting.,2021-12-20 22:46:55,8,Neutral
372,Sad,2022-08-12 16:59:44,8,Neutral
373,I was too eager,2022-03-26 08:42:31,8,Neutral
374,I would apply for more jobs,2022-08-14 03:59:18,8,Neutral
375,Continue to apply for more and more jobs in my field.,2022-01-09 21:24:51,8,Neutral
376,It would me I would always be lonely,2021-10-08 07:36:56,8,Neutral
377,I have no patience with this situation. I get frustrated easily when my brain won't work.,2022-06-17 08:53:09,8,Neutral
378,Show more initiative so my boss doesn't feel the need to remind me.,2021-09-07 08:13:40,8,Neutral
379,go ahead and forget what happened,2022-01-12 18:15:38,8,Neutral
380,It would be mean i am not doing my job.,2022-07-08 01:07:21,8,Neutral
381,It would seem as if i wasted my time,2021-11-23 05:13:05,8,Neutral
382,Improve next time,2022-01-26 18:32:01,8,Neutral
383,i can't believe the relationship ended this way,2021-09-22 09:19:46,8,Neutral
384,I'm not going to be a happy person anymore.,2021-09-23 04:14:10,8,Neutral
385,It means he might be throwing his dreams of the future.I would be sad for him.,2022-07-16 21:47:44,8,Neutral
386,I would be alone,2022-07-31 20:53:13,8,Neutral
387,I've been ignoring the needs of my family,2022-01-19 04:58:33,8,Neutral
388,It must be water weight so I'll try weighing myself again in a few days,2021-11-21 15:32:34,8,Neutral
389,I am trying to write an essay but cant put togther even two sentences,2021-11-04 05:13:06,8,Neutral
390,I'll have health issues and be less attractive.,2022-06-10 21:44:45,8,Neutral
391,I tried to make friends with people but they kept ignoring me.,2022-06-11 23:30:11,8,Neutral
392,Of course Im not good enough for her,2022-04-02 18:16:39,8,Neutral
393,I am not worthy of their time.,2022-06-27 21:16:02,8,Neutral
394,I waved to someone I knew on the street and they acted like they don't know me.,2021-10-19 03:43:33,8,Neutral
395,frustration,2022-06-10 19:24:06,8,Neutral
396,dejected,2022-03-08 17:54:36,8,Neutral
397,I would try to open up some time for them,2022-02-19 12:04:35,8,Neutral
398,"It would make me super uncomfortable and unable to enjoy myself at the party. I am very shy so talking to people I don't know is very hard, especially when they aren't very responsive.",2022-04-05 16:43:58,8,Neutral
399,i have been quite lazy,2021-12-18 04:24:52,8,Neutral
400,I would try to replace her.,2021-10-22 13:29:26,8,Neutral
401,she always ask for help and it's usually the same issue. ,2022-08-01 13:37:02,8,Neutral
402,The sudden breakup of a romantic relationship,2021-09-13 02:47:33,8,Neutral
403,Means I'm not worth knowing in real life.,2021-12-02 03:18:51,8,Neutral
404,I wouldn't be worthy,2021-09-15 19:02:55,8,Neutral
405,i guess the feeling isn't mutual,2022-05-01 20:23:11,8,Neutral
406,"Just that I could have focused more while studying and made sure to retain the important details. About me, it just says that I might have been distracted. ",2022-08-26 10:39:23,8,Neutral
407,Apologize and become better,2022-02-08 04:04:40,8,Neutral
408,...but I still need to appear productive at work,2022-08-04 18:33:33,8,Neutral
409,"I wouldn't ask her to hang out again, though I might say yes if she asked. ",2021-12-08 18:33:48,8,Neutral
410,the boss is my employer and I do not want that he think I am lazy. if he think that I am lazy he do not want to work with me,2022-03-14 05:38:52,8,Neutral
411,frustrated,2022-02-23 04:41:48,8,Neutral
412,I am trying to write something and cannot seem to put anything in words.,2021-12-03 02:50:34,8,Neutral
413,Frustrated ,2021-12-22 09:06:33,8,Neutral
414,It makes me uncomfortable and angry,2022-02-25 11:28:09,8,Neutral
415,I gained weight on a diet,2022-06-21 22:26:53,8,Neutral
416,Frustration that I can't write anything,2022-05-06 05:21:04,8,Neutral
417,will have to look like a fool explaining to my wife and kids.,2022-07-18 07:19:01,8,Neutral
418,find another person to talk to,2022-01-07 02:09:23,8,Neutral
419,sad,2022-08-01 07:56:38,8,Neutral
420,"The worst would be her not ever getting over her delerium, coming home and things being worse than they were before. It would mean being unable to work and unable to have what little bit of a life and hobbies i have right now. I have MS and have a lot of pain and fatigue. She didn't comprehend it before and wouldn't comprehend it now. I'd be completely unable to rest. I'd have to be around her for 24/7. The worst would be that she would forget who I was and get violent and hurt me or the pets. or she'd end up having to go to a home beause of something horrific she'd done. ",2021-09-11 12:12:02,8,Neutral
421,anxious,2022-06-27 04:55:51,8,Neutral
422,defeat,2021-11-26 16:15:57,8,Neutral
423,Lonely,2022-01-03 09:10:53,8,Neutral
424,It would say that i am hard on myself,2022-04-29 07:02:36,8,Neutral
425,I won't make enough to pay my bills,2022-08-24 02:41:14,8,Neutral
426,Bad,2022-04-24 08:14:45,8,Neutral
427,I became close with a coworker and invited them to go out but they turned me down.,2021-10-04 20:21:30,8,Neutral
428,I couldn't pay the rent or bills,2022-05-23 07:39:34,8,Neutral
429,Continue dieting and add excercise,2021-09-23 12:06:57,8,Neutral
430,Do something else for a few minutes then try to find a polite way to leave,2022-05-06 02:51:18,8,Neutral
431,I will have to find a new job if I ruin my relationship with the boss.,2021-11-01 22:53:13,8,Neutral
432,Happy that I dont have to think about this person in a social matter anymore.,2021-10-03 02:41:19,8,Neutral
433,Attempt to determine the exact reason(s) why employers do not select me for available positions.,2021-12-08 04:23:45,8,Neutral
434,My coworker doesn't want to hang out with me,2022-08-10 19:58:25,8,Neutral
435,"I would keep it up for a while and see if maybe this week was a fluke, while reevaluating my eating habits. ",2022-07-15 00:02:41,8,Neutral
436,I would eventually apologize for my outburst but remind her gently that I do not appreciate her nagging.,2022-03-28 20:31:13,8,Neutral
437,pretend to be completely fine with it and never ask again.,2021-09-18 16:59:03,8,Neutral
438,I would congratulate her and try to figure out how to be more satisfied in my own career.,2022-03-22 09:07:20,8,Neutral
439,HE DID NOT RESPONSE TO ME ,2022-02-21 11:10:54,8,Neutral
440,Find a job that is better in keeping with my talents.,2021-10-27 05:03:21,8,Neutral
441,"I see someone I know and wave at them, but they do not acknowledge me.",2022-06-15 20:58:12,8,Neutral
442,I would ignore my feelings and take the rejection as gracefully as I can.,2022-01-27 22:46:45,8,Neutral
443,We could lose our apartment and everything we built together,2021-09-03 19:39:42,8,Neutral
444,I'm on a diet and have gained weight.,2021-12-03 17:43:26,8,Neutral
445,My partner left me and isn't coming back.,2021-10-19 05:20:08,8,Neutral
