Participant.ID;Scenario;Task;Reply;UttEnum;Depth;Attach;Comp;Global;Health;Control;MetaCog;Others;Hopeless;OthViews;OtherNeg;NC;Exclude
10126;Essay;Beh;I would go for a walk or something and then try again.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Party;P2;That nobody would like me.;10;2;3;0;0;0;0;0;0;0;3;0;0;0
10126;Party;DAT;I would be an outcast.;11;3;3;0;0;0;0;0;0;0;3;0;0;0
10126;Party;AT;is something wrong with me?;9;1;0;0;3;0;0;0;0;0;0;0;0;0
10126;Party;Scen;I met someone at a party who was very short with me and then walked away.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Party;Im;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Party;Emo;insecure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Party;EmoInt;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Party;EmoCat;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Party;Beh;I would try to forget it and find others to talk to.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;PTR;AT;He shouldn't have taken it without asking me first.;12;1;0;0;0;0;2;0;0;0;0;0;0;0
10126;PTR;P1;It would mean that I can't trust him;13;2;1;0;0;0;0;0;0;0;0;0;0;0
10126;PTR;DAT;It would make our relationship worse.;14;3;2;0;0;0;0;0;0;0;0;0;0;0
10126;PTR;Scen;I couldn't find my bank card and realized my husband must have taken it.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;PTR;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;PTR;Emo;frustrated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;PTR;EmoInt;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;PTR;EmoCat;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;PTR;Beh;I would confront him about it.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Waving;AT;Is he mad at me?;15;1;0;0;0;0;0;0;0;0;1;0;0;0
10126;Waving;P1;I didn't do anything wrong;16;2;0;0;0;0;0;0;0;0;0;0;1;0
10126;Waving;DAT;some other reason he doesn't like me;17;3;1;0;0;0;0;0;0;0;1;0;0;0
10126;Waving;Scen; I waved at an acquaintance but got no response.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Waving;Im;94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Waving;Emo;confused;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Waving;EmoInt;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Waving;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10126;Waving;Beh;maybe ask a mutual friend if they know anything;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;CW;AT;Communication worries;18;1;0;0;0;0;0;0;0;0;0;0;0;1
10339;CW;P2;It would mean that I am not a very good person when it comes to talking to others.;19;2;0;0;0;0;0;0;3;0;0;0;0;0
10339;CW;DAT;It would mean that I need to develop myself in that direction;20;3;0;3;0;0;0;0;0;0;0;0;0;0
10339;CW;Scen;I normally don't interact a ton with my coworkers so this decision is kind of foreign to me.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;CW;Im;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;CW;Emo;Akwardness;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;CW;EmoInt;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;CW;EmoCat;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;CW;Beh;I would try to convince myself to talk to the person.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Essay;AT;I have nothing to draw upon;21;1;0;3;0;0;0;0;0;0;0;0;0;0
10339;Essay;P1;I have no experiences to pull from;22;2;0;3;0;0;0;0;0;0;0;0;0;0
10339;Essay;DAT;I need to learn more;23;3;0;3;0;0;0;0;0;0;0;0;0;0
10339;Essay;DAT;I need a change of pace;24;4;0;0;0;0;0;0;0;0;0;0;1;0
10339;Essay;Scen;I am trying to write but I have a block and cant think of anything to put on my page.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Essay;Im;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Essay;Emo;frustration ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Essay;EmoInt;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Essay;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Essay;Beh;I would stop trying and read some other book to gain inspiration ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;JA;AT;Worry about ability to survive;25;1;0;0;0;0;1;0;0;3;0;0;0;0
10339;JA;P2;Lack of monetary income;26;2;0;3;0;0;0;0;0;0;0;0;0;0
10339;JA;DAT;It would mean that I am not a good person in society.;27;3;0;0;3;0;0;0;0;0;0;0;0;0
10339;JA;DAT;It would mean that I failed in life.;28;4;0;0;3;0;0;0;0;0;0;0;0;0
10339;JA;Scen;I've been called for the third time this week explained that the position I've applied to has been filled.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;JA;Im;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;JA;Emo;Failure;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;JA;EmoInt;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;JA;EmoCat;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;JA;Beh;I would continue with the job search and try new things.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;PTR;AT;Lack of livelihood to support myself.;29;1;1;3;0;0;1;0;0;0;0;0;0;0
10339;PTR;P1;because it would mean that I could not live the way I wanted.;30;2;0;0;0;0;2;0;0;1;0;0;0;0
10339;PTR;P2;I would have no where to live.;31;3;1;3;0;0;0;0;0;0;0;0;0;0
10339;PTR;DAT;It would mean that I would be homeless.;32;5;0;3;0;0;0;0;0;1;0;0;0;0
10339;PTR;DAT;It would mean that I am a failure in life.;33;6;0;0;3;0;0;0;0;0;0;0;0;0
10339;PTR;Scen;I quit my job in order to find one that could pay more, I had been at the job for many years and the loss of it made me feel like someone had kicked the table out from under me.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;PTR;Im;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;PTR;Emo;Worry;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;PTR;EmoInt;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;PTR;EmoCat;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;PTR;Beh;Earn money from other means and attempt to find a better job.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Waving;AT;Loneliness ;34;1;3;0;0;0;0;0;0;0;0;0;0;0
10339;Waving;P2;It would mean that I an insecure about my relations;35;2;2;0;1;0;0;0;0;0;0;0;0;0
10339;Waving;DAT;It would mean that I would have to devote myself to bettering that aspect of myself.;36;3;0;3;0;0;0;0;0;0;0;0;0;0
10339;Waving;Scen;I ran into an acquaintance and tried to greet them but they did not respond.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Waving;Im;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Waving;Emo;akwardness;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Waving;EmoInt;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Waving;EmoCat;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10339;Waving;Beh;I would stop trying to get the acquaintance's attention ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Essay;AT;I can't do this. I'm worthless.;37;1;0;2;3;0;0;0;0;0;0;0;0;0
10738;Essay;P1;It would say that I can't get motivated and I am a failure. It shouldn't be this hard for me to come up with something for my essay.;38;2;0;3;3;0;0;0;0;0;0;0;0;0
10738;Essay;Scen;I am unable to write my essay. I'm having brain fog.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Essay;Im;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Essay;Emo;unmotivated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Essay;EmoInt;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Essay;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Essay;Beh;I would focus and try to put together some ideas in a brainstorm session and then turn them into words.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;FA;AT;I should be able to find more time for my family if I loved them;39;1;3;0;1;0;0;0;0;0;0;0;0;0
10738;FA;P1;I should have planned my time better to make room for my family's visit. They were always there for me.;40;2;3;0;2;0;0;0;0;0;0;0;0;0
10738;FA;DAT;I am selfish and only focused on my own goals/leisure. I need to make changes to support my family.;41;3;3;0;3;0;0;0;0;0;0;0;0;0
10738;FA;Scen;I was too busy for my family's visit and they were upset by this.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;FA;Im;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;FA;Emo;guilty;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;FA;EmoInt;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;FA;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;FA;Beh;Apologize and try to plan something together with them.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Fired;AT;I can't even do my job right!;42;1;0;3;1;0;0;0;0;0;0;0;0;0
10738;Fired;P1;It would mean that I feel I am not good at anything. I've been working here for 6 months and I can't get it right. ;43;2;0;2;3;0;0;0;0;0;0;0;0;0
10738;Fired;DAT;I need to find a job, how am I going to pay my bills? It would make me feel worthless.;44;3;0;3;3;0;0;0;0;0;0;0;0;0
10738;Fired;Scen;I have been unable to sell vehicles and it lead me to lose my job.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Fired;Im;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Fired;Emo;worthless;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Fired;EmoInt;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Fired;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Fired;Beh;I would try to work with my manager to see if they'd give me another shot, otherwise I would take unemployment courses on how to be a better salesperson and look for another job.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Lover;AT;There's something I did wrong that lead her to leave.;45;1;1;0;1;0;0;0;0;0;1;0;0;0
10738;Lover;P1;I was unable to keep my relationship afloat.;46;2;3;0;0;0;1;0;0;0;0;0;0;0
10738;Lover;Scen;My partner is leaving me and there is nothing I can to do change it.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Lover;Im;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Lover;Emo;heartbreaking;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Lover;EmoInt;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Lover;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;Lover;Beh;She said there is nothing to do. I'd prefer to not waste my energy and grant her wish.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;PTR;AT;This person is not my boss and is not even providing accurate information! Why are they acting like this?;47;1;0;0;0;0;2;0;0;0;0;1;0;0
10738;PTR;P1;I probably worded that thought poorly... but if the argument was valid it would make me feel incompetent as a supervisor of my team.;48;2;0;3;0;0;0;0;0;0;0;0;0;0
10738;PTR;Scen;I was yelled at by the manager of another department for not following a procedure (that was actually not a part of our process).;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;PTR;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;PTR;Emo;anger;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;PTR;EmoInt;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;PTR;EmoCat;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10738;PTR;Beh;I would speak to MY manager to see how I can improve on these issues.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;CW;AT;i got a no for answer ;49;1;0;0;0;0;0;0;0;0;0;0;1;0
11518;CW;P1;because i really wanted to go on a date with that person;50;2;2;0;0;0;1;0;0;0;0;0;0;0
11518;CW;Scen;my date plan wasnt successful ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;CW;Im;43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;CW;Emo;sad;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;CW;EmoInt;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;CW;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;CW;Beh;wait for the perfect time ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;FA;AT;i hurt my family ;51;1;3;0;0;0;0;0;0;0;0;0;0;0
11518;FA;P1;because you dont hurt family ;52;2;3;0;0;0;0;0;0;0;0;0;0;0
11518;FA;Scen;i hurt my family by asking them not to come to visit me ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;FA;Im;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;FA;Emo;surprised;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;FA;EmoInt;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;FA;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;FA;Beh;appologize ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;Fired;AT;that i lost my job ;53;1;0;3;0;0;0;0;0;0;0;0;0;0
11518;Fired;P1;i wouldnt be able to support my family ;54;2;0;3;0;0;0;0;0;0;0;0;0;0
11518;Fired;Scen;i got fired ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;Fired;Im;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;Fired;Emo;dissapointed ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;Fired;EmoInt;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;Fired;EmoCat;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;Fired;Beh;try harder ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;JA;AT;somebody else got it ;55;1;0;1;0;0;0;0;0;0;0;1;0;0
11518;JA;P1;yes, it would be upseting. It would means that my skills were not enough for the job ;56;2;0;3;0;0;0;0;0;0;0;0;0;0
11518;JA;DAT;Because other did better than me ;57;3;0;1;0;0;0;0;0;0;0;0;0;0
11518;JA;DAT;that i am not good ;58;4;0;0;3;0;0;0;0;0;0;0;0;0
11518;JA;Scen;i got a no from a job i applied ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;JA;Im;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;JA;Emo;sad;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;JA;EmoInt;81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;JA;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;JA;Beh;fix my resume ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;PTR;AT;I made my sister sad;59;1;2;0;0;0;0;0;0;0;0;0;0;0
11518;PTR;P1;because I should have behaved differently ;60;2;0;0;1;0;0;0;0;0;0;0;0;0
11518;PTR;Scen;Las week my sister and I facetime. I didnt show much interest. Later that day, my cousin told me that my sister was sad because of my behavior. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;PTR;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;PTR;Emo;sad;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;PTR;EmoInt;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;PTR;EmoCat;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
11518;PTR;Beh;try to call her and appologize. ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CB;AT;I don't think I can get all my work done today.;61;1;0;1;0;0;1;0;0;0;0;0;0;0
12239;CB;P2;I have a lot of work to take care of.;62;2;0;0;0;0;0;0;0;0;0;0;1;0
12239;CB;DAT;I won't get all of my work done.;63;3;0;1;0;0;0;0;0;0;0;0;0;0
12239;CB;DAT;I could get fired.;64;4;0;3;0;0;0;0;0;1;0;0;0;0
12239;CB;DAT;I could lose my home.;65;5;0;3;0;0;0;0;0;1;0;0;0;0
12239;CB;Scen;My boss talked to me today on my coffee break.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CB;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CB;Emo;Nervous;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CB;EmoInt;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CB;EmoCat;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CB;Beh;Talk to my boss.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CW;AT;She doesn't like the way I look.;66;1;0;0;0;0;0;0;0;0;2;0;0;0
12239;CW;P1;I don't find myself very attractive.;67;2;3;0;0;0;0;0;0;0;0;0;0;0
12239;CW;DAT;I have a big nose and big ears which doesn't make me look good.;68;3;3;0;0;0;0;0;0;0;0;0;0;0
12239;CW;Scen;I asked a co-worker out today but she said no.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CW;Im;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CW;Emo;disappointed;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CW;EmoInt;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CW;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;CW;Beh;Nothing;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Dieting;AT;I can't lose the weight I want.;69;1;0;0;0;3;1;0;0;0;0;0;0;0
12239;Dieting;P1;I am eating too much food.;70;2;0;0;0;1;1;0;0;0;0;1;0;0
12239;Dieting;DAT;I don't have the discipline to diet.;71;3;0;1;2;1;1;0;0;0;0;0;0;0
12239;Dieting;DAT;I have poor willpower.;72;4;0;0;3;0;0;1;0;0;0;0;0;0
12239;Dieting;Scen;I am trying to diet but I gained weight this week.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Dieting;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Dieting;Emo;Depressed.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Dieting;EmoInt;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Dieting;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Dieting;Beh;Go off of the diet.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Party;AT;He doesn't think I am interesting.;73;1;0;0;0;0;0;0;0;0;2;0;0;0
12239;Party;P1;I don't know enough things to talk about.;74;2;0;0;3;0;0;0;0;0;0;0;0;0
12239;Party;DAT;I am not very smart.;75;3;0;0;3;0;0;0;0;0;0;0;0;0
12239;Party;DAT;I only had average grades in high school.;76;4;0;2;1;0;0;0;0;0;0;0;0;0
12239;Party;Scen;I tried to have a conversation with someone at a party but he walked away.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Party;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Party;Emo;Sad;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Party;EmoInt;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Party;EmoCat;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;Party;Beh;Leave the party.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;PTR;AT;I don't want her to leave home.;77;1;3;0;0;0;1;0;0;0;0;0;0;0
12239;PTR;P1;I will miss the things we do together.;78;2;1;0;0;0;0;0;0;0;0;0;0;0
12239;PTR;DAT;We have lots of fun together.;79;3;0;0;0;0;0;0;0;0;0;0;1;0
12239;PTR;DAT;I have a great relationship with my daughter.;80;4;0;0;0;0;0;0;0;0;0;0;1;0
12239;PTR;DAT;I love my daughter.;81;5;0;0;0;0;0;0;0;0;0;0;1;0
12239;PTR;Scen;My daughter told me what college she wanted to go to.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;PTR;Im;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;PTR;Emo;Sadness;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;PTR;EmoInt;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;PTR;EmoCat;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12239;PTR;Beh;Hug my daughter.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
13192;CW;AT;She doesn't think I am worth going out with.;82;1;1;0;0;0;0;0;0;0;2;0;0;0
13192;CW;P1;I wasn't good enough for her.;83;2;3;0;2;0;0;0;0;0;0;0;0;0
13192;CW;DAT;I would think that I am unattractive.;84;3;3;0;0;0;0;0;0;0;0;0;0;0
13192;CW;DAT;No one would want to date me.;85;4;3;0;0;0;0;0;0;0;3;0;0;0
13192;CW;DAT;I would be alone forever.;86;5;3;0;0;0;0;0;0;2;0;0;0;0
13192;CW;Scen;A coworker that I like tells me they are too busy to go out with me.;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
13192;CW;Im;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
13192;CW;Emo;Hurt;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
